"id","index","epi","ar","et","nbr_boite","name_project","etude","date","secteur","ti","name_document","nbr_document_a3","nbr_document_a4","nbr_plan","type_document_a3","type_document_a4","type_document_a0","nbr_copy","nbr_exemplaire","nbr_folder","salle","created_by_id","last_update_by_id"
9969,"611-3-2","6","1","1","3","PERIMETRE DU GHARB STI","PEO NORD6 RESEAU D'IRRIGATION PAR ASPERSION TRANCHE 3",NULL,"NORD6","STI","NOTE DES CALCULS","","88","","","NOTE DES CALCULS","","","","","SALLE ARCHIVE",NULL,NULL
9970,"611-4-1","6","1","1","4","PERIMETRE DU GHARB STI","AVANT PROJET NORD9 RESEAU D'IRRIGATION TRANCHE 3","1979-01-01","NORD9","STI","MÉMOIRE EXPLICATIF","","39","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
9971,"611-4-2","6","1","1","4","PERIMETRE DU GHARB STI","AVANT PROJET NORD9 RESEAU D'IRRIGATION TRANCHE 3","1979-01-01","NORD9","STI","CALCULS HYDRAULIQUE","","35","","","CALCUL","","","","","SALLE ARCHIVE",NULL,NULL
9972,"611-4-3","6","1","1","4","PERIMETRE DU GHARB STI","AVANT PROJET NORD9 RESEAU D'IRRIGATION TRANCHE 3","1979-01-01","NORD9","STI","AVANT METRE ","","20","","","CALCUL ","","","","","SALLE ARCHIVE",NULL,NULL
9973,"611-5-1","6","1","1","5","PERIMETRE DU GHARB STI","PEO NORD9 RESEAU D'IRRIGATION PAR ASPERSION TRANCHE 3",NULL,"NORD9","STI","CAHIER DES POINTS DE DETAILS","","157","","","POINTS DE DETAILS","","","","","SALLE ARCHIVE",NULL,NULL
9974,"611-5-2","6","1","1","5","PERIMETRE DU GHARB STI","PEO NORD9 RESEAU D'IRRIGATION PAR ASPERSION TRANCHE 3",NULL,"NORD9","STI","NOTE DES CALCUL DU FERRAILLAGE","","93","","","NOTE DES CALCUL ","","","","","SALLE ARCHIVE",NULL,NULL
9975,"612-1-1","6","1","2","1","ETUDE D'AMENAGEMENT DE LA ZONE CENTRALE DE LA TTI DU GHARB","PHASE 2 : ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: PLANS D'EXECUTION DES OUVRAGES LOT5: RECALIBRAGE DES OUEDS ET FOSSES D'ASSAINISSEMENT","2000-01-01","","TTI","VOLUME1.5  NOTE DE CALCUL","","171","","","CALCUL","","","","2","SALLE ARCHIVE",NULL,NULL
9976,"612-1-2","6","1","2","1","ETUDE D'AMENAGEMENT DE LA ZONE CENTRALE DE LA TTI DU GHARB","PHASE 2 : ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: PLANS D'EXECUTION DES OUVRAGES LOT5: RECALIBRAGE DES OUEDS ET FOSSES D'ASSAINISSEMENT","2000-01-01","","TTI","VOLUME2.5 NOTE DE CALCUL","","150","","","CALCUL","","","","","SALLE ARCHIVE",NULL,NULL
9977,"612-1-3","6","1","2","1","ETUDE D'AMENAGEMENT DE LA ZONE CENTRALE DE LA TTI DU GHARB","PHASE 2 : ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: PLANS D'EXECUTION DES OUVRAGES LOT5: RECALIBRAGE DES OUEDS ET FOSSES D'ASSAINISSEMENT","2000-01-01","","TTI","VOLUME3.5 NOTE DE CALCUL","","199","","","CALCUL","","","","","SALLE ARCHIVE",NULL,NULL
9978,"612-1-4","6","1","2","1","ETUDE D'AMENAGEMENT DE LA ZONE CENTRALE DE LA TTI DU GHARB","PHASE 2 : ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: PLANS D'EXECUTION DES OUVRAGES LOT5: RECALIBRAGE DES OUEDS ET FOSSES D'ASSAINISSEMENT","2000-01-01","","TTI","VOLUME4.5 NOTE DE CALCUL","","155","","","CALCUL","","","","","SALLE ARCHIVE",NULL,NULL
9979,"612-1-5","6","1","2","1","ETUDE D'AMENAGEMENT DE LA ZONE CENTRALE DE LA TTI DU GHARB","PHASE 2 : ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: PLANS D'EXECUTION DES OUVRAGES LOT5: RECALIBRAGE DES OUEDS ET FOSSES D'ASSAINISSEMENT","2000-01-01","","TTI","VOLUME5.5 NOTE DE CALCUL","","171","","","CALCUL","","","","","SALLE ARCHIVE",NULL,NULL
9980,"612-2-1","6","1","2","2","ETUDE D'AMENAGEMENT DES ZONES BOUR DU GHARB","PROJET DE MISE EN VALEUR EN BOUR DU PERIMETRE ZEGGOTA - CERCLE ET PROVINCE DE SIDI KACEM
CANEVAS DE LOTISSEMENT DES SECTEURS D'AMENAGEMENT B1, B2, Z1, Z2 ET S",NULL,"","TTI","CANEVAS DE LOTISSEMENT DES SECTEURS D'AMENAGEMENT B1, B2, Z1, Z2 ET S","","43","","","rapport","","","","1","SALLE ARCHIVE",NULL,NULL
9981,"612-2-2","6","1","2","2","ETUDE D'AMENAGEMENT DES ZONES BOUR DU GHARB","PROJET DE MISE EN VALEUR EN BOUR DU PERIMETRE ZEGGOTA - CERCLE ET PROVINCE DE SIDI KACEM
CANEVAS DE LOTISSEMENT DES SECTEURS D'AMENAGEMENT B1, B2, Z1, Z2 ET S",NULL,"","TTI","CANEVAS D'AMENAGEMENT","","41","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
9982,"612-2-3","6","1","2","2","ETUDE D'AMENAGEMENT DES ZONES BOUR DU GHARB","PROJET DE MISE EN VALEUR EN BOUR DU PERIMETRE ZEGGOTA - CERCLE ET PROVINCE DE SIDI KACEM
CANEVAS DE LOTISSEMENT DES SECTEURS D'AMENAGEMENT B1, B2, Z1, Z2 ET S",NULL,"","TTI","CANEVAS DE LOTISSEMENT DES SECTEURS B1, B2, Z1, Z2 ET S","","54","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
9983,"612-4-1","6","1","2","4","ETUDE D'AMENAGEMENT DES ZONES BOUR DU GHARB","PROJET DE MISE EN VALEUR EN BOUR DU PERIMETRE KARIA BEN ADOUDA - CERCLE SE SOUK LARBAA ET PROVINCE KENITRA CANEVAS D'AMENAGEMENT",NULL,"","TTI","CANEVAS D'AMENAGEMENT","","13","","","rapport","","","","1","SALLE ARCHIVE",NULL,NULL
9984,"612-8-1","6","1","2","8","ETUDE D'AMENAGEMENT DE LA TROISIEME TRANCHE D'IRRIGATION DU GHARB","ZONE CENTRALE RESEAU D'IRRIGATION PROJET D'EXECUTION","2000-01-01","ZO1","TTI","MÉMOIRE EXPLICATIF","","13","","","RAPPORT","","","","1","SALLE ARCHIVE",NULL,NULL
9985,"612-8-2","6","1","2","8","ETUDE D'AMENAGEMENT DE LA TROISIEME TRANCHE D'IRRIGATION DU GHARB","ZONE CENTRALE RESEAU D'IRRIGATION PROJET D'EXECUTION","2000-01-01","ZO1","TTI","CALCUL DES DEBITS","","10","","","CALCUL","","","","","SALLE ARCHIVE",NULL,NULL
9986,"612-8-3","6","1","2","8","ETUDE D'AMENAGEMENT DE LA TROISIEME TRANCHE D'IRRIGATION DU GHARB","ZONE CENTRALE RESEAU D'IRRIGATION PROJET D'EXECUTION","2000-01-01","ZO1","TTI","NOTE DE CALCUL HYDRAULIQUE","","127","","","CALCUL","","","","","SALLE ARCHIVE",NULL,NULL
9987,"612-8-4","6","1","2","8","ETUDE D'AMENAGEMENT DE LA TROISIEME TRANCHE D'IRRIGATION DU GHARB","ZONE CENTRALE RESEAU D'IRRIGATION PROJET D'EXECUTION","2000-01-01","ZO1","TTI","TABLEAU DES COTES VARIABLES","","24","","","CALCUL","","","","","SALLE ARCHIVE",NULL,NULL
9988,"612-8-5","6","1","2","8","ETUDE D'AMENAGEMENT DE LA TROISIEME TRANCHE D'IRRIGATION DU GHARB","ZONE CENTRALE RESEAU D'IRRIGATION PROJET D'EXECUTION","2000-01-01","ZO1","TTI","CALCUL DES OUVRAGES","","34","","","CALCUL","","","","","SALLE ARCHIVE",NULL,NULL
9989,"612-8-6","6","1","2","8","ETUDE D'AMENAGEMENT DE LA TROISIEME TRANCHE D'IRRIGATION DU GHARB","ZONE CENTRALE RESEAU D'IRRIGATION PROJET D'EXECUTION","2000-01-01","ZO1","TTI","METRE","","54","","","CALCUL","","","","","SALLE ARCHIVE",NULL,NULL
9990,"612-8-7","6","1","2","8","ETUDE D'AMENAGEMENT DE LA TROISIEME TRANCHE D'IRRIGATION DU GHARB","ZONE CENTRALE RESEAU D'IRRIGATION PROJET D'EXECUTION","2000-01-01","ZO1","TTI","DETAIL ESTIMATIF","","18","","","CALCUL","","","","","SALLE ARCHIVE",NULL,NULL
9991,"612-8-8","6","1","2","8","ETUDE D'AMENAGEMENT DE LA TROISIEME TRANCHE D'IRRIGATION DU GHARB","ZONE CENTRALE RESEAU D'IRRIGATION PROJET D'EXECUTION","2000-01-01","ZO1","TTI","CAHIER DES CARREFOURS","","212","","","rapport ","","","","","SALLE ARCHIVE",NULL,NULL
9992,"613-1-1","6","1","3","1","","MARCHE N G86/71/KE/E","1980-01-01","","","CATALOGUE 1ER EDITION","","70","","","RAPPORT ","","","","1","SALLE ARCHIVE",NULL,NULL
9993,"613-1-2","6","1","3","1","","MARCHE N G86/71/KE/E","1980-01-01","","","DOCUMENTS FAX","","130","","","RAPPORT ","","","","","SALLE ARCHIVE",NULL,NULL
9994,"613-1-3","6","1","3","1","","MARCHE N G86/71/KE/E","1980-01-01","","","SITUATION DES EXPEDITIONS ET PAYMENTS","","6","1","","RAPPORT ","PLAN","","","","SALLE ARCHIVE",NULL,NULL
9995,"613-1-4","6","1","3","1","","MARCHE N G86/71/KE/E","1980-01-01","","","PV DE REUNION","","15","","","RAPPORT ","","","","","SALLE ARCHIVE",NULL,NULL
9996,"613-1-5","6","1","3","1","","MARCHE N G86/71/KE/E","1980-01-01","","","CORRESPONDENCE","5","26","3","RAPPORT ","RAPPORT ","RAPPORT ","","","","SALLE ARCHIVE",NULL,NULL
9997,"613-1-6","6","1","3","1","","MARCHE N G86/71/KE/E","1980-01-01","","","BRHL USINE","4","8","3","RAPPORT ","RAPPORT ","RAPPORT ","","","","SALLE ARCHIVE",NULL,NULL
9998,"613-1-7","6","1","3","1","","MARCHE N G86/71/KE/E","1980-01-01","","","RAPPORT GENERAL","3","11","","RAPPORT ","RAPPORT ","","","","","SALLE ARCHIVE",NULL,NULL
9999,"613-3-1","6","1","3","3","REMIE EN  ETAT PARTIELLE DES RESEAUX D'IRRIGATION","MARCHE N 22/2009/DGR SECTEUR S7A ET EST4 ","2009-01-01","","","PLANS DES OUVRAGES","17","","","PLANS DES OUVRAGES","","","","","1","SALLE ARCHIVE",NULL,NULL
10000,"613-3-2","6","1","3","3","REMIE EN  ETAT PARTIELLE DES RESEAUX D'IRRIGATION","MARCHE N 22/2009/DGR SECTEUR S7A ET EST4 ","2009-01-01","","","RAPPORT D'ACHEVEMENT DES TRAVAUX","","306","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
10001,"613-5-1","6","1","3","5","ETUDE D'AMENAGEMENT DES ZONE BOURS DE GHERB ","APD ASSAINISEMENT","1999-01-01","","","RAPPORT PRE-DEFINITIF","","108","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
10002,"613-6-1","6","1","3","6","ETUDE D'AMENAGEMENT DES ZONE BOURS DE GHERB ","AVANT PROJET SOMMAIRE","1999-01-01","","","RAPPORT DEFINITIF","","55","","","rapport","","","","1","SALLE ARCHIVE",NULL,NULL
10003,"613-7-1","6","1","3","7","ETUDE D'AMENAGEMENT DES ZONE BOURS DE GHERB ","AVANT PROJET SOMMAIRE","1999-01-01","PISTES C12","","CARACTERISTIQUE GEOMETRIQUE","","46","","","rapport","","","","1","SALLE ARCHIVE",NULL,NULL
10004,"613-7-2","6","1","3","7","ETUDE D'AMENAGEMENT DES ZONE BOURS DE GHERB ","AVANT PROJET SOMMAIRE","1999-01-01","PISTES C12","","VOLUME DE TERRASSEMENT","","15","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
10005,"613-7-3","6","1","3","7","ETUDE D'AMENAGEMENT DES ZONE BOURS DE GHERB ","AVANT PROJET SOMMAIRE","1999-01-01","PISTES C12","","PLANS DE PROFILS EN TRAVERS: BAB TIOUKA ","","253","","","PROFILS ","","","","","SALLE ARCHIVE",NULL,NULL
10006,"613-7-4","6","1","3","7","ETUDE D'AMENAGEMENT DES ZONE BOURS DE GHERB ","AVANT PROJET SOMMAIRE","1999-01-01","PISTES C12","","PLANS DE PROFILS EN TRAVERS: SELFAT ","","209","","","PROFILS ","","","","","SALLE ARCHIVE",NULL,NULL
10007,"614-1-1","6","1","4","1","ETUDE D'AMENAGEMENT DES ZONES BOUR DU GHARB","AVANT PROJET DETAILLE D'ASSAINISSEMENT RAPPORT PROVISOIRE",NULL,"","","AVANT PROJET DETAILLE","","116","","","RAPPORT","","","","2","SALLE ARCHIVE",NULL,NULL
10008,"614-1-2","6","1","4","1","ETUDE D'AMENAGEMENT DES ZONES BOUR DU GHARB","AVANT PROJET DETAILLE D'ASSAINISSEMENT RAPPORT DEFINITIF",NULL,"","","AVANT PROJET SOMMAIRE","","126","","","RAPPORT ","","","","3","SALLE ARCHIVE",NULL,NULL
10009,"614-3-1","6","1","4","3","ETUDE D'AMENAGEMENT DES ZONES BOUR DU GHARB","C DETAILLE DEFENSE ET RESTAURATION DES SOLS PROVISOIRE","1999-01-01","","","RAPPORT DEFINITIF","","55","","","RAPPORT","","","","3","SALLE ARCHIVE",NULL,NULL
10010,"614-3-2","6","1","4","3","ETUDE D'AMENAGEMENT DES ZONES BOUR DU GHARB","MARCHE N 2/97-98/DAM
AVANT PROJET SOMMAIRE ASSAINISSEMENT PROVISOIRE","1999-01-01","","","RAPPORT PROVISOIRE","","128","","","RAPPORT","","","","3","SALLE ARCHIVE",NULL,NULL
10011,"614-5-1","6","1","4","5","ETUDE D'AMENAGEMENT DES ZONES BOUR DU GHARB","MARCHE N 2/97-98/DAM
CHOIX D'UN CANEVAS",NULL,"","","CHOIX D'UN CANEVAS","","33","","","RAPPORT ","","","","","SALLE ARCHIVE",NULL,NULL
10012,"614-7-1","6","1","4","7","ETUDE D'AMENAGEMENT DES ZONES BOUR DU GHARB","MARCHE N 2/97-98/DAM CANEVAS DE REMEMBREMENT KARIAT BEN AOUDA","1999-01-01","2","","SECTEURE D'AMENAGEMENT1","","32","","","RAPPORT","","","","2","SALLE ARCHIVE",NULL,NULL
10013,"614-7-2","6","1","4","7","ETUDE D'AMENAGEMENT DES ZONES BOUR DU GHARB","MARCHE N 2/97-98/DAM CANEVAS DE REMEMBREMENT KARIAT BEN AOUDA","1999-01-01","2","","SECTEURE D'AMENAGEMENT2","","29","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10014,"614-9-1","6","1","4","9","AMENAGEMENT HYDRAU-AGRICOLE DU GHARB SECONDE TRANCHE D'IRRIGATION","SECTEUR OULAD MESSOUR PROJET DE LOTISSEMENT ","1991-01-01","OULAD MESSOUR","","SECTEURE D'AMENAGEMENT 1.2ET 3","","38","","","RAPPORT","","","","3","SALLE ARCHIVE",NULL,NULL
10015,"614-9-10","6","1","4","9","AMENAGEMENT HYDRAU-AGRICOLE DU GHARB ","PROJET DE MISE EN VALEUR EN BOUR REMEMBREMENT",NULL,"","","CAHIER DES PRESCRIPRIONS SPECIALS","","46","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10016,"614-9-2","6","1","4","9","AMENAGEMENT HYDRAU-AGRICOLE DU GHARB SECONDE TRANCHE D'IRRIGATION","SECTEUR OULAD MESSOUR PROJET DE LOTISSEMENT ","1991-01-01","OULAD MESSOUR","","REGLEMENT DE L'APPEL D'OFFRE","","30","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10017,"614-9-3","6","1","4","9","AMENAGEMENT HYDRAU-AGRICOLE DU GHARB ","PROJET DE MISE EN VALEUR EN BOUR REMEMBREMENT","1991-01-01","","","CAHIER DES PRESCRIPRIONS SPECIALS","","34","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10018,"614-9-4","6","1","4","9","AMENAGEMENT HYDRAU-AGRICOLE DU GHARB SECONDE TRANCHE D'IRRIGATION","SECTEUR OULAD MESSOUR PROJET DE LOTISSEMENT ","1991-01-01","OULAD MESSOUR","","MISE A JEUR DU RESEAU DE CIRCULATION","","23","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10019,"614-9-5","6","1","4","9","AMENAGEMENT HYDRAU-AGRICOLE DU GHARB SECONDE TRANCHE D'IRRIGATION","SECTEUR OULAD MESSOUR PROJET DE LOTISSEMENT ","1991-01-01","OULAD MESSOUR","","1.1 MEMOIRE EXPLICATIF","","17","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10020,"614-9-6","6","1","4","9","AMENAGEMENT HYDRAU-AGRICOLE DU GHARB SECONDE TRANCHE D'IRRIGATION","SECTEUR OULAD MESSOUR PROJET DE LOTISSEMENT ","1991-01-01","OULAD MESSOUR","","PROJET DE LOTISSEMENT ","","26","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10021,"614-9-7","6","1","4","9","AMENAGEMENT HYDRAU-AGRICOLE DU GHARB SECONDE TRANCHE D'IRRIGATION","SECTEUR OULAD MESSOUR PROJET DE LOTISSEMENT ","1991-01-01","OULAD MESSOUR","","1.3 FICHE DE CALCUL DES SUPERFICIES","","67","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10022,"614-9-8","6","1","4","9","AMENAGEMENT HYDRAU-AGRICOLE DU GHARB SECONDE TRANCHE D'IRRIGATION","SECTEUR OULAD MESSOUR PROJET DE LOTISSEMENT ","1991-01-01","OULAD MESSOUR","","1.4 FICHE DE DESIGNATION DES LOTS","","17","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10023,"614-9-9","6","1","4","9","AMENAGEMENT HYDRAU-AGRICOLE DU GHARB ","PROJET DE MISE EN VALEUR EN BOUR REMEMBREMENT",NULL,"","","REGLEMENT D'APPEL D'OFFRE","","30","","","RAPPORT ","","","","3","SALLE ARCHIVE",NULL,NULL
10024,"615-1-1","6","1","5","1","ETUDE D'AMENAGEMENT HYDRO-AGRICOLE DE LA ZONE COTIERE DE LA TROISIEME TRANCHE D'IRRIGATION DU GHARB (MNASRA)","ETUDE DE LA SITUATION ACTUELLE ET VARIANTES D'AMENAGEMENT","1995-01-01","","","RAPPORT","","101","","","RAPPORT","","","","11","SALLE ARCHIVE",NULL,NULL
10025,"615-1-2","6","1","5","1","ETUDE D'AMENAGEMENT HYDRO-AGRICOLE DE LA ZONE COTIERE DE LA TROISIEME TRANCHE D'IRRIGATION DU GHARB (MNASRA)","ETUDE DE LA SITUATION ACTUELLE ET VARIANTES D'AMENAGEMENT","1995-01-01","","","ANNEXES","","167","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10026,"616-1-1","6","1","6","1","ETUDE D'AMENAGEMENT DE LA ZONE CENTRALE DE LA TTI DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONE EST LOT1: CANAL PRINCIPAL","2000-01-01","","TTI","RAPPORT","","118","","","RAPPORT","","","","4","SALLE ARCHIVE",NULL,NULL
10027,"616-1-2","6","1","6","1","ETUDE D'AMENAGEMENT DE LA ZONE CENTRALE DE LA TTI DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONE EST LOT1: CANAL PRINCIPAL","2000-01-01","","TTI","PIECE DESSINEE","6","1","","PLANS DES OUVRAGES","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10028,"616-1-3","6","1","6","1","ETUDE D'AMENAGEMENT DE LA ZONE CENTRALE DE LA TTI DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONE EST LOT1: CANAL PRINCIPAL","2000-01-01","","TTI","CAHIER DES PRESCRIPTIONS COMMUNES","","166","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10029,"616-1-4","6","1","6","1","ETUDE D'AMENAGEMENT DE LA ZONE CENTRALE DE LA TTI DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONE EST LOT1: CANAL PRINCIPAL","2000-01-01","","TTI","BORDERAUX DES PRIX ET DETAILS ESTIMATIF","","13","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10030,"616-1-5","6","1","6","1","ETUDE D'AMENAGEMENT DE LA ZONE CENTRALE DE LA TTI DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONE EST LOT1: CANAL PRINCIPAL","2000-01-01","","TTI","CAHIER DES PRESCRIPTIONS SPECIALES","","52","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10031,"616-1-6","6","1","6","1","ETUDE D'AMENAGEMENT DE LA ZONE CENTRALE DE LA TTI DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONE EST LOT1: CANAL PRINCIPAL","2000-01-01","","TTI","REGLEMENT DE L'APPEL D'OFFRES","","28","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10032,"616-1-7","6","1","6","1","ETUDE D'AMENAGEMENT DE LA ZONE CENTRALE DE LA TTI DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONE EST LOT1: CANAL PRINCIPAL","2000-01-01","","TTI","AVANT METRE ET DETAIL ESTIMATIF","","64","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10033,"616-1-8","6","1","6","1","ETUDE D'AMENAGEMENT DE LA ZONE CENTRALE DE LA TTI DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONE EST LOT1: CANAL PRINCIPAL","2000-01-01","","TTI","LOT 2 AVANT METRE ET DETAIL ESTIMATIF","","29","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10034,"616-1-9","6","1","6","1","ETUDE D'AMENAGEMENT DE LA ZONE CENTRALE DE LA TTI DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONE EST LOT1: CANAL PRINCIPAL","2000-01-01","","TTI","LOT 3 EQUIPEMENT HYDRAULIQUE","","27","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10035,"616-2-1","6","1","6","2","ETUDE D'AMENAGEMENT DE LA ZONE CENTRALE DE LA TTI DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONE OUEST CENTRALE LOT1: CANAL PRINCIPAL","2000-01-01","ZC6","TTI","BORDERAUX DES PRIX ET DETAILS ESTIMATIF","","14","","","RAPPORT","","","","3","SALLE ARCHIVE",NULL,NULL
10036,"616-2-2","6","1","6","2","ETUDE D'AMENAGEMENT DE LA ZONE CENTRALE DE LA TTI DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONE OUEST CENTRALE LOT1: CANAL PRINCIPAL","2000-01-01","ZC6","TTI","PIECES DESSINEES","6","1","","PLANS DES OUVRAGES","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10037,"616-2-3","6","1","6","2","ETUDE D'AMENAGEMENT DE LA ZONE CENTRALE DE LA TTI DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONE OUEST CENTRALE LOT1: CANAL PRINCIPAL","2000-01-01","ZC6","TTI","CAHIER DES PRESCRIPTIONS SPECIALES","","54","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10038,"616-2-4","6","1","6","2","ETUDE D'AMENAGEMENT DE LA ZONE CENTRALE DE LA TTI DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONE OUEST CENTRALE LOT1: CANAL PRINCIPAL","2000-01-01","ZC6","TTI","CAHIER DES PRESCRIPTION COMMUNES","","163","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10039,"616-2-5","6","1","6","2","ETUDE D'AMENAGEMENT DE LA ZONE CENTRALE DE LA TTI DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONE OUEST CENTRALE LOT1: CANAL PRINCIPAL","2000-01-01","ZC6","TTI","REGLEMENT DE L'APPEL D'OFFRES","","28","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10040,"616-2-6","6","1","6","2","ETUDE D'AMENAGEMENT DE LA ZONE CENTRALE DE LA TTI DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONE OUEST CENTRALE LOT1: CANAL PRINCIPAL","2000-01-01","ZC6","TTI","AVANT METRE ET DETAIL ESTIMATIF","","66","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10041,"616-2-7","6","1","6","2","ETUDE D'AMENAGEMENT DE LA ZONE CENTRALE DE LA TTI DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONE OUEST CENTRALE LOT1: CANAL PRINCIPAL","2000-01-01","ZC6","TTI","VOLUME1 RAPPORT","","292","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10042,"616-3-1","6","1","6","3","ETUDE D'AMENAGEMENT DE LA ZONE CENTRALE DE LA TTI DU GHARB (Z3-Z4-MOGHRANE)","PHASE 1 :ETUDE DE FACTIBILITE MISSION 3: ETUDE DE FAISABILITE ECONOMIQUE ET FINANCIERE","1998-01-01","","TTI","ETUDE DE FACTIBILITEE 1/3","3","78","","PLAN DE SITUATION","rapport","","","55","4","SALLE ARCHIVE",NULL,NULL
10043,"616-3-2","6","1","6","3","ETUDE D'AMENAGEMENT DE LA ZONE CENTRALE DE LA TTI DU GHARB (Z3-Z4-MOGHRANE)","PHASE 1 :ETUDE DE FACTIBILITE MISSION 3: ETUDE DE FAISABILITE ECONOMIQUE ET FINANCIERE","1998-01-01","","TTI","ETUDE DE FACTIBILITEE 2/3","","119","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
10044,"616-4-1","6","1","6","4","ETUDE PEDOLOGIQUE AU 1/20000 DE LA TROISIEME TRANCHE D'IRRIGATION TTI","ETUDE PEDOLOGIQUE AU 1/20000 DE LA TROISIEME TRANCHE D'IRRIGATION TTI","1996-01-01","ZONE CENTRALE","TTI","RAPPORT ANNEXE","","42","","","RAPPORT ","","","","2","SALLE ARCHIVE",NULL,NULL
10045,"616-4-2","6","1","6","4","ETUDE PEDOLOGIQUE AU 1/20000 DE LA TROISIEME TRANCHE D'IRRIGATION TTI","ETUDE PEDOLOGIQUE AU 1/20000 DE LA TROISIEME TRANCHE D'IRRIGATION TTI","1996-01-01","ZONE CENTRALE","TTI","RAPPORT ","3","222","","PLAN DE SITUATION","RAPPORT ","","","","2","SALLE ARCHIVE",NULL,NULL
10046,"617-1-1","6","1","7","1","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT2 ET 3: STATIONS DE POMPAGE ET RESERVOIRS DE REGULATION","2000-01-01","","TTI","RAPPORT (LOT 2 ET 3 VOLUME 1)","","220","","","RAPPORT","","","","2","SALLE ARCHIVE",NULL,NULL
